Strike,Moneyness,Black_Scholes_Call,Black_Scholes_Put,Monte_Carlo_Call,Monte_Carlo_Put,Binomial_Tree_Call,Binomial_Tree_Put,XGBoost_Call,XGBoost_Put,American_Call,American_Put
1300,1.1353846153846154,183.1472339759605,0.4224955285880263,183.24302526373705,0.4147858091308655,183.144429866321,0.41969141893771617,199.10777,0.6106222,183.144429866321,0.4232285193191082
1400,1.0542857142857143,91.01093373763729,7.768907717390164,90.86477419867894,7.78719323791429,91.0454213714191,7.803395351161398,96.627075,10.202767,91.0454213714191,7.9024150757863625
1450,1.0179310344827586,54.423946810461416,20.923277003776946,54.11131444083087,21.063509901560124,54.50340399422405,21.00273418752909,54.631123,21.823557,54.50340399422405,21.344388467740373
1476,1.0,39.425336224644866,31.790171649012677,39.57129107891532,31.729741636662958,39.336431500204405,31.701266924562077,44.315063,33.55722,39.336431500204405,32.32263639280212
1500,0.984,28.229413585259977,44.4700999921381,28.124684967424223,44.86215272161921,28.293518224295564,44.53420463116335,30.180216,45.528824,28.293518224295564,45.47683778566413
1550,0.952258064516129,12.500757770656492,78.48280039109727,12.679472158050446,78.44031054245409,12.436459283004863,78.41850190343543,14.209271,77.00425,12.436459283004863,80.59463659213993
1600,0.9225,4.688953338118068,120.41235217212102,4.589877461804484,120.57677863265367,4.694231466562068,120.4176303005554,4.5318723,115.876785,4.694231466562068,124.64812136016506
